"","DateTime","AirPressure_kpa","AirTemp_c","WL_cm","WLTemp_c"
"130",2022-11-20 23:15:00,62.4378,7.075,83.7656385546186,6.76
"131",2022-11-20 23:30:00,62.4276,7.079,83.7268794159267,6.76
"132",2022-11-20 23:45:00,62.4268,7.075,83.6493611385428,6.76
"133",2022-11-21 00:15:00,62.4121,7.071,83.513704153121,6.759
"134",2022-11-21 00:30:00,62.3945,7.068,83.4331259437351,6.76
"135",2022-11-21 00:45:00,62.3692,7.066,83.4239461477291,6.76
"136",2022-11-21 01:00:00,62.3513,7.063,83.3443879156772,6.76
"137",2022-11-21 01:15:00,62.3369,7.059,83.2893091396414,6.76
"138",2022-11-21 01:30:00,62.3322,7.052,83.1842514742395,6.76
"139",2022-11-21 01:45:00,62.3109,7.046,83.1760916555675,6.76
"140",2022-11-21 02:00:00,62.3095,7.036,83.0995933555176,6.76
"141",2022-11-21 02:15:00,62.3102,7.041,83.0475745114836,6.76
"142",2022-11-21 02:30:00,62.2891,7.04,83.0261549874698,6.76
"143",2022-11-21 02:45:00,62.2718,7.04,82.9394569140799,6.76
"144",2022-11-21 03:00:00,62.2654,7.034,82.9068176393919,6.76
"145",2022-11-21 03:15:00,62.2537,7.029,82.848678931354,6.759
"146",2022-11-21 03:30:00,62.2471,7.027,82.7721806313041,6.758
"147",2022-11-21 03:45:00,62.2407,7.01,82.7354614472802,6.756
"148",2022-11-21 04:00:00,62.2519,6.999,82.7079220592622,6.755
"149",2022-11-21 04:15:00,62.2563,6.981,82.6018444165263,6.754
"150",2022-11-21 04:30:00,62.2607,6.966,82.5681851645045,6.752
"151",2022-11-21 04:45:00,62.2668,6.956,82.5243261391426,6.748
"152",2022-11-21 05:00:00,62.2751,6.951,82.4498677937606,6.743
"153",2022-11-21 05:15:00,62.2767,6.956,82.4151885644048,6.733
"154",2022-11-21 05:30:00,62.2842,6.956,82.3529699470308,6.715
"155",2022-11-21 05:45:00,62.2918,6.94,82.3060509896668,6.699
"156",2022-11-21 06:00:00,62.3019,6.921,82.2550521229669,6.691
"157",2022-11-21 06:15:00,62.3171,6.911,82.1897735735911,6.665
"158",2022-11-21 06:30:00,62.3381,6.91,82.1601942309051,6.651
"159",2022-11-21 06:45:00,62.3527,6.904,82.0857358855232,6.64
"160",2022-11-21 07:00:00,62.3685,6.92,82.0530966108353,6.624
"161",2022-11-21 07:15:00,62.3813,6.955,81.9837381521234,6.616
"162",2022-11-21 07:30:00,62.3972,6.976,81.9847581294575,6.612
"163",2022-11-21 07:45:00,62.4166,6.992,81.9123397387435,6.609
"164",2022-11-21 08:00:00,62.4272,7,81.9113197614095,6.605
"165",2022-11-21 08:15:00,62.4431,7.006,81.8378813933616,6.604
"166",2022-11-21 08:30:00,62.4523,7.012,81.8195218013497,6.6
"167",2022-11-21 08:45:00,62.4571,7.017,81.7807626626577,6.602
"168",2022-11-21 09:00:00,62.46,7.022,81.7542432519738,6.605
"169",2022-11-21 09:15:00,62.4607,7.028,81.6950845666019,6.609
"170",2022-11-21 09:30:00,62.4519,7.028,81.6644852465818,6.617
"171",2022-11-21 09:45:00,62.4422,7.029,81.7022244079398,6.625
"172",2022-11-21 10:00:00,62.4472,7.027,81.578807150526,6.632
"173",2022-11-21 10:15:00,62.4381,7.027,81.60022667454,6.64
"174",2022-11-21 10:30:00,62.4372,7.026,81.5502477851742,6.647
"175",2022-11-21 10:45:00,62.4242,7.025,81.5329081704961,6.654
"176",2022-11-21 11:00:00,62.4164,7.025,81.5002688958082,6.66
"177",2022-11-21 11:15:00,62.395,7.027,81.4717095304561,6.664
"178",2022-11-21 11:30:00,62.3884,7.027,81.4309104370963,6.669
"179",2022-11-21 11:45:00,62.3812,7.023,81.568607377186,6.674
"180",2022-11-21 12:00:00,62.3766,7.019,81.6216461985539,6.678
"181",2022-11-21 12:15:00,62.3817,7.015,81.6369458585638,6.682
"182",2022-11-21 12:30:00,62.3724,7.011,81.652245518574,6.686
"183",2022-11-21 12:45:00,62.3641,7.007,81.7216039772858,6.689
"184",2022-11-21 13:00:00,62.364,7.004,81.9153996707455,6.692
"185",2022-11-21 13:15:00,62.3526,7,82.224452802947,6.695
"186",2022-11-21 13:30:00,62.322,6.999,82.3856092217187,6.697
"187",2022-11-21 13:45:00,62.2999,6.997,82.4682273857726,6.7
"188",2022-11-21 14:00:00,62.2849,6.997,82.4559876577647,6.701
"189",2022-11-21 14:15:00,62.2681,6.997,82.4049887910648,6.704
"190",2022-11-21 14:30:00,62.2501,6.997,82.4253883377446,6.705
"191",2022-11-21 14:45:00,62.2286,6.995,82.3662296523728,6.707
"192",2022-11-21 15:00:00,62.2191,6.996,82.3917290857227,6.709
"193",2022-11-21 15:15:00,62.214,6.995,82.285651442987,6.71
"194",2022-11-21 15:30:00,62.2088,6.99,82.2203728936111,6.711
"195",2022-11-21 15:45:00,62.2116,6.986,82.1214350922132,6.713
"196",2022-11-21 16:00:00,62.2116,6.982,82.0734961575153,6.714
"197",2022-11-21 16:15:00,62.2086,6.979,82.0826759535213,6.716
"198",2022-11-21 16:30:00,62.2193,6.976,82.0775760668513,6.717
"199",2022-11-21 16:45:00,62.2312,6.973,81.9408991040954,6.718
"200",2022-11-21 17:00:00,62.2274,6.969,81.9786382654534,6.718
"201",2022-11-21 17:15:00,62.215,6.965,81.9714984241153,6.719
"202",2022-11-21 17:30:00,62.2226,6.963,81.9449790134315,6.721
"203",2022-11-21 17:45:00,62.2334,6.962,81.9031599427375,6.721
"204",2022-11-21 18:00:00,62.2465,6.96,81.9194795800816,6.723
"205",2022-11-21 18:15:00,62.2609,6.959,81.8980600560675,6.722
"206",2022-11-21 18:30:00,62.2734,6.956,81.8623608493776,6.724
"207",2022-11-21 18:45:00,62.2782,6.953,81.8491011440357,6.725
"208",2022-11-21 19:00:00,62.2934,6.951,81.7817826399918,6.725
"209",2022-11-21 19:15:00,62.3044,6.95,81.8021821866716,6.726
"210",2022-11-21 19:30:00,62.3318,6.95,81.6899846799319,6.727
"211",2022-11-21 19:45:00,62.3581,6.949,81.6491855865719,6.727
"212",2022-11-21 20:00:00,62.3595,6.948,81.6736650425879,6.727
"213",2022-11-21 20:15:00,62.3774,6.947,81.6257261078899,6.728
"214",2022-11-21 20:30:00,62.4008,6.947,81.606346538544,6.729
"215",2022-11-21 20:45:00,62.4118,6.946,81.617566289218,6.729
"216",2022-11-21 21:00:00,62.4305,6.945,81.536988079832,6.73
"217",2022-11-21 21:15:00,62.4418,6.94,81.4696695757881,6.731
"218",2022-11-21 21:30:00,62.4356,6.937,81.4900691224681,6.731
"219",2022-11-21 21:45:00,62.4439,6.937,81.4543699157782,6.732
"220",2022-11-21 22:00:00,62.4466,6.933,81.4003111170763,6.733
"221",2022-11-21 22:15:00,62.4562,6.929,81.3666518650543,6.732
"222",2022-11-21 22:30:00,62.4536,6.929,81.3727717290583,6.733
"223",2022-11-21 22:45:00,62.4403,6.929,81.3635919330523,6.734
"224",2022-11-21 23:00:00,62.4424,6.926,81.3003533383445,6.734
"225",2022-11-21 23:15:00,62.4384,6.922,81.3136130436864,6.734
"226",2022-11-21 23:30:00,62.441,6.924,81.2656741089885,6.735
"227",2022-11-21 23:45:00,62.4405,6.925,81.2677140636566,6.735
"228",2022-11-22 00:15:00,62.4204,6.923,81.2065154236167,6.737
"229",2022-11-22 00:30:00,62.41,6.924,81.1544965795828,6.737
"230",2022-11-22 00:45:00,62.3978,6.924,81.1983556049446,6.737
"231",2022-11-22 01:00:00,62.3844,6.925,81.1728561715946,6.737
"232",2022-11-22 01:15:00,62.3691,6.924,81.1075776222187,6.737
"233",2022-11-22 01:30:00,62.3581,6.924,81.1453167835767,6.738
"234",2022-11-22 01:45:00,62.3458,6.924,81.1453167835767,6.738
"235",2022-11-22 02:00:00,62.3437,6.923,81.1534766022487,6.739
"236",2022-11-22 02:15:00,62.3375,6.922,81.1065576448848,6.739
"237",2022-11-22 02:30:00,62.3265,6.919,81.0861580982048,6.739
"238",2022-11-22 02:45:00,62.3129,6.914,81.0861580982048,6.74
"239",2022-11-22 03:00:00,62.3084,6.911,81.0953378942108,6.74
"240",2022-11-22 03:15:00,62.3178,6.91,81.0147596848249,6.74
"241",2022-11-22 03:30:00,62.3165,6.908,81.031079322169,6.741
"242",2022-11-22 03:45:00,62.3029,6.907,81.0759583248648,6.74
"243",2022-11-22 04:00:00,62.3011,6.906,80.981100432803,6.742
"244",2022-11-22 04:15:00,62.2946,6.905,81.0290393675008,6.741
"245",2022-11-22 04:30:00,62.3064,6.905,80.920921770097,6.741
"246",2022-11-22 04:45:00,62.314,6.903,80.9933401608109,6.741
"247",2022-11-22 05:00:00,62.3229,6.902,80.9484611581151,6.74
"248",2022-11-22 05:15:00,62.3246,6.898,80.9525410674511,6.738
"249",2022-11-22 05:30:00,62.34,6.889,80.923981702099,6.737
"250",2022-11-22 05:45:00,62.3598,6.884,80.8403435607112,6.735
"251",2022-11-22 06:00:00,62.3635,6.881,80.8525832887192,6.734
"252",2022-11-22 06:15:00,62.3664,6.872,80.8189240366973,6.729
"253",2022-11-22 06:30:00,62.3724,6.868,80.8291238100372,6.726
"254",2022-11-22 06:45:00,62.3849,6.867,80.8107642180252,6.716
"255",2022-11-22 07:00:00,62.3934,6.878,80.8311637647053,6.712
"256",2022-11-22 07:15:00,62.4017,6.887,80.7811848753393,6.708
"257",2022-11-22 07:30:00,62.4118,6.888,80.7536454873213,6.708
"258",2022-11-22 07:45:00,62.4301,6.891,80.7403857819794,6.707
"259",2022-11-22 08:00:00,62.4433,6.897,80.7414057593134,6.703
"260",2022-11-22 08:15:00,62.4533,6.903,80.7087664846254,6.701
"261",2022-11-22 08:30:00,62.4579,6.909,80.7485456006513,6.702
"262",2022-11-22 08:45:00,62.4671,6.914,80.6812270966074,6.702
"263",2022-11-22 09:00:00,62.4765,6.919,80.6363480939115,6.703
"264",2022-11-22 09:15:00,62.4887,6.922,80.6424679579154,6.704
"265",2022-11-22 09:30:00,62.4925,6.928,80.5741294765376,6.706
"266",2022-11-22 09:45:00,62.4944,6.931,80.5567898618597,6.708
"267",2022-11-22 10:00:00,62.4918,6.936,80.5129308364978,6.709
"268",2022-11-22 10:15:00,62.4797,6.939,80.4894713578157,6.711
"269",2022-11-22 10:30:00,62.4754,6.939,80.4313326497779,6.713
"270",2022-11-22 10:45:00,62.4691,6.941,80.4160329897679,6.714
"271",2022-11-22 11:00:00,62.465,6.943,80.336474757716,6.717
"272",2022-11-22 11:15:00,62.4618,6.943,80.2293771376462,6.718
"273",2022-11-22 11:30:00,62.4519,6.942,80.2008177722941,6.719
"274",2022-11-22 11:45:00,62.4511,6.941,80.1610386562682,6.719
"275",2022-11-22 12:00:00,62.436,6.94,80.0835203788843,6.721
"276",2022-11-22 12:15:00,62.4134,6.938,79.9968223054945,6.722
"277",2022-11-22 12:30:00,62.4029,6.937,79.9121641867726,6.723
"278",2022-11-22 12:45:00,62.3846,6.935,79.9896824641565,6.724
"279",2022-11-22 13:00:00,62.3783,6.933,79.8968645267626,6.725
"280",2022-11-22 13:15:00,62.3683,6.933,79.8183262720448,6.726
"281",2022-11-22 13:30:00,62.3584,6.931,79.6082109412412,6.726
"282",2022-11-22 13:45:00,62.3324,6.931,79.6071909639072,6.728
"283",2022-11-22 14:00:00,62.325,6.929,79.5704717798831,6.728
"284",2022-11-22 14:15:00,62.3167,6.926,79.5102931171773,6.729
"285",2022-11-22 14:30:00,62.2992,6.924,79.5225328451852,6.73
"286",2022-11-22 14:45:00,62.2796,6.924,79.3297571290595,6.73
"287",2022-11-22 15:00:00,62.2608,6.924,79.4725539558194,6.731
"288",2022-11-22 15:15:00,62.26,6.923,79.3307771063936,6.731
"289",2022-11-22 15:30:00,62.2547,6.918,79.3215973103875,6.732
"290",2022-11-22 15:45:00,62.252,6.916,79.2257194409918,6.733
"291",2022-11-22 16:00:00,62.2454,6.915,79.1257616622599,6.733
"292",2022-11-22 16:15:00,62.2349,6.913,79.1951201209718,6.734
"293",2022-11-22 16:30:00,62.2138,6.913,79.1339214809319,6.734
"294",2022-11-22 16:45:00,62.2136,6.912,79.1706406649558,6.735
"295",2022-11-22 17:00:00,62.2183,6.912,79.058443158216,6.735
"296",2022-11-22 17:15:00,62.233,6.911,79.072722840892,6.735
"297",2022-11-22 17:30:00,62.2306,6.911,79.0166240875221,6.736
"298",2022-11-22 17:45:00,62.2661,6.91,78.8381280540724,6.736
"299",2022-11-22 18:00:00,62.2736,6.908,78.8524077367483,6.737
"300",2022-11-22 18:15:00,62.2744,6.902,78.8779071700983,6.736
"301",2022-11-22 18:30:00,62.2913,6.883,78.8381280540724,6.737
"302",2022-11-22 18:45:00,62.3028,6.871,78.8371080767383,6.738
"303",2022-11-22 19:00:00,62.2996,6.864,78.8116086433883,6.738
"304",2022-11-22 19:15:00,62.3438,6.857,78.7606097766885,6.739
"305",2022-11-22 19:30:00,62.3401,6.853,78.6698317939626,6.738
"306",2022-11-22 19:45:00,62.3645,6.858,78.6779916126345,6.738
"307",2022-11-22 20:00:00,62.3815,6.861,78.6086331539226,6.74
"308",2022-11-22 20:15:00,62.3946,6.856,78.5525344005528,6.74
"309",2022-11-22 20:30:00,62.4037,6.847,78.5351947858747,6.739
"310",2022-11-22 20:45:00,62.4191,6.859,78.4862358738429,6.74
"311",2022-11-22 21:00:00,62.438,6.871,78.4433968258149,6.741
"312",2022-11-22 21:15:00,62.449,6.877,78.426057211137,6.74
"313",2022-11-22 21:30:00,62.4679,6.878,78.374038367103,6.741
"314",2022-11-22 21:45:00,62.4652,6.857,78.398517823119,6.742
"315",2022-11-22 22:00:00,62.4619,6.835,78.406677641791,6.742
"316",2022-11-22 22:15:00,62.4546,6.833,78.3862780951111,6.742
"317",2022-11-22 22:30:00,62.4436,6.842,78.387298072445,6.742
"318",2022-11-22 22:45:00,62.4385,6.853,78.3505788884211,6.743
"319",2022-11-22 23:00:00,62.4386,6.856,78.345479001751,6.742
"320",2022-11-22 23:15:00,62.4252,6.854,78.3373191830792,6.742
"321",2022-11-22 23:30:00,62.4236,6.851,78.2710206563691,6.743
"322",2022-11-22 23:45:00,62.4056,6.857,78.2557209963592,6.743
"323",2022-11-23 00:15:00,62.3864,6.846,78.2016621976573,6.744
"324",2022-11-23 00:30:00,62.3746,6.843,78.2241016990053,6.745
"325",2022-11-23 00:45:00,62.366,6.839,78.2496011323553,6.744
"326",2022-11-23 01:00:00,62.353,6.831,78.1792226963093,6.745
"327",2022-11-23 01:15:00,62.3446,6.833,78.1690229229693,6.745
"328",2022-11-23 01:30:00,62.3332,6.829,78.1761627643073,6.745
"329",2022-11-23 01:45:00,62.3184,6.821,78.1210839882716,6.745
"330",2022-11-23 02:00:00,62.2973,6.829,78.1210839882715,6.745
"331",2022-11-23 02:15:00,62.2699,6.824,78.1741228096394,6.746
"332",2022-11-23 02:30:00,62.2482,6.828,78.1374036256155,6.746
"333",2022-11-23 02:45:00,62.2376,6.817,78.1292438069434,6.746
"334",2022-11-23 03:00:00,62.2174,6.809,78.1129241695994,6.746
"335",2022-11-23 03:15:00,62.2186,6.813,78.0507055522256,6.747
"336",2022-11-23 03:30:00,62.21,6.816,78.0751850082415,6.746
"337",2022-11-23 03:45:00,62.2018,6.826,78.0843648042475,6.747
"338",2022-11-23 04:00:00,62.2117,6.827,78.0282660508776,6.747
"339",2022-11-23 04:15:00,62.2256,6.831,78.0058265495297,6.747
"340",2022-11-23 04:30:00,62.239,6.831,77.9589075921657,6.747
"341",2022-11-23 04:45:00,62.2451,6.832,78.0007266628596,6.748
"342",2022-11-23 05:00:00,62.2642,6.826,77.9160685441377,6.748
"343",2022-11-23 05:15:00,62.276,6.833,77.9354481134837,6.748
"344",2022-11-23 05:30:00,62.2829,6.828,77.9099486801338,6.748
"345",2022-11-23 05:45:00,62.2875,6.82,77.9283082721458,6.749
"346",2022-11-23 06:00:00,62.3073,6.818,77.8834292694499,6.748
"347",2022-11-23 06:15:00,62.3205,6.81,77.8446701307579,6.748
"348",2022-11-23 06:30:00,62.3307,6.806,77.8762894281119,6.748
"349",2022-11-23 06:45:00,62.3466,6.827,77.8405902214219,6.747
"350",2022-11-23 07:00:00,62.3575,6.85,77.8467100854259,6.746
"351",2022-11-23 07:15:00,62.3717,6.871,77.7773516267141,6.744
"352",2022-11-23 07:30:00,62.3921,6.881,77.819170697408,6.742
"353",2022-11-23 07:45:00,62.4108,6.89,77.8334503800839,6.741
"354",2022-11-23 08:00:00,62.4165,6.898,77.8926090654559,6.738
"355",2022-11-23 08:15:00,62.4234,6.909,77.8660896547719,6.736
"356",2022-11-23 08:30:00,62.4353,6.919,77.8548699040978,6.736
"357",2022-11-23 08:45:00,62.4472,6.927,77.8130508334039,6.735
"358",2022-11-23 09:00:00,62.4542,6.935,77.8354903347519,6.734
"359",2022-11-23 09:15:00,62.457,6.942,77.8477300627598,6.734
"360",2022-11-23 09:30:00,62.4548,6.949,77.8609897681018,6.733
"361",2022-11-23 09:45:00,62.4631,6.954,77.828350493414,6.734
"362",2022-11-23 10:00:00,62.4679,6.96,77.790611332056,6.733
"363",2022-11-23 10:15:00,62.464,6.964,77.809990901402,6.734
"364",2022-11-23 10:30:00,62.4634,6.967,77.772251740044,6.734
"365",2022-11-23 10:45:00,62.4611,6.97,77.7079931680021,6.735
"366",2022-11-23 11:00:00,62.451,6.974,77.72533278268,6.735
"367",2022-11-23 11:15:00,62.4354,6.977,77.7253327826801,6.736
"368",2022-11-23 11:30:00,62.4376,6.979,77.5549965679024,6.736
"369",2022-11-23 11:45:00,62.4234,6.98,77.5560165452364,6.737
"370",2022-11-23 12:00:00,62.406,6.98,77.5427568398943,6.738
"371",2022-11-23 12:15:00,62.3983,6.981,77.3897602397946,6.738
"372",2022-11-23 12:30:00,62.3885,6.982,77.3193818037486,6.739
"373",2022-11-23 12:45:00,62.3734,6.981,77.2602231183768,6.739
"374",2022-11-23 13:00:00,62.3642,6.979,77.2245239116869,6.74
"375",2022-11-23 13:15:00,62.3564,6.976,77.1837248183269,6.74
"376",2022-11-23 13:30:00,62.3372,6.972,77.096006767603,6.74
"377",2022-11-23 13:45:00,62.3204,6.97,77.0643874702491,6.741
"378",2022-11-23 14:00:00,62.3088,6.968,76.9766694195253,6.741
